Start (ns),Duration (ns),Name,Result,CorrID,Pid,Tid,T-Pri,Thread Name
1142109080,7484793,cuModuleLoadData,0,2042,169841,169841,0,MPI Rank 0
1149625301,487340,cuMemAlloc_v2,0,2045,169841,169841,0,MPI Rank 0
1150114284,2053200,cuMemcpyHtoD_v2,0,2047,169841,169841,0,MPI Rank 0
1152169658,45054,cuMemcpyHtoD_v2,0,2049,169841,169841,0,MPI Rank 0
1152236983,360673,cuMemAlloc_v2,0,2063,169841,169841,0,MPI Rank 0
1152613696,384347,cuMemGetInfo_v2,0,2078,169841,169841,0,MPI Rank 0
1153034772,18958768,cuModuleLoadData,0,2082,169841,169841,0,MPI Rank 0
1172021882,7344,cuMemcpyHtoD_v2,0,2086,169841,169841,0,MPI Rank 0
1172041088,5911,cuMemAlloc_v2,0,2100,169841,169841,0,MPI Rank 0
1172065003,470127,cuMemGetInfo_v2,0,2115,169841,169841,0,MPI Rank 0
1172562992,282286,cuModuleLoadData,0,2119,169841,169841,0,MPI Rank 0
1172866278,6953,cuMemcpyHtoD_v2,0,2123,169841,169841,0,MPI Rank 0
1172882328,5199,cuMemAlloc_v2,0,2137,169841,169841,0,MPI Rank 0
1172905280,722869,cuMemGetInfo_v2,0,2152,169841,169841,0,MPI Rank 0
1173656101,14022820,cuModuleLoadData,0,2156,169841,169841,0,MPI Rank 0
1187703697,6863,cuMemcpyHtoD_v2,0,2160,169841,169841,0,MPI Rank 0
1187721180,395738,cuMemAlloc_v2,0,2174,169841,169841,0,MPI Rank 0
1188133479,451482,cuMemGetInfo_v2,0,2189,169841,169841,0,MPI Rank 0
1188612873,327090,cuModuleLoadData,0,2193,169841,169841,0,MPI Rank 0
1188957656,5611,cuMemcpyHtoD_v2,0,2197,169841,169841,0,MPI Rank 0
1188970731,3897,cuMemAlloc_v2,0,2211,169841,169841,0,MPI Rank 0
1188988864,690048,cuMemGetInfo_v2,0,2226,169841,169841,0,MPI Rank 0
1189704009,233776,cuModuleLoadData,0,2230,169841,169841,0,MPI Rank 0
1189955608,5570,cuMemcpyHtoD_v2,0,2234,169841,169841,0,MPI Rank 0
1189968402,4047,cuMemAlloc_v2,0,2248,169841,169841,0,MPI Rank 0
1189987037,662165,cuMemGetInfo_v2,0,2263,169841,169841,0,MPI Rank 0
1190675230,210463,cuModuleLoadData,0,2267,169841,169841,0,MPI Rank 0
1190908656,5761,cuMemcpyHtoD_v2,0,2271,169841,169841,0,MPI Rank 0
1190921259,1150597,cuMemAlloc_v2,0,2285,169841,169841,0,MPI Rank 0
1192085932,330787,cuMemGetInfo_v2,0,2300,169841,169841,0,MPI Rank 0
1192439602,236371,cuModuleLoadData,0,2304,169841,169841,0,MPI Rank 0
1192693816,5731,cuMemcpyHtoD_v2,0,2308,169841,169841,0,MPI Rank 0
1192706951,4237,cuMemAlloc_v2,0,2322,169841,169841,0,MPI Rank 0
1192725495,291534,cuMemGetInfo_v2,0,2337,169841,169841,0,MPI Rank 0
1193039471,217506,cuModuleLoadData,0,2341,169841,169841,0,MPI Rank 0
1193280420,5701,cuMemcpyHtoD_v2,0,2345,169841,169841,0,MPI Rank 0
1193293314,4168,cuMemAlloc_v2,0,2359,169841,169841,0,MPI Rank 0
1193535486,2856,cudaStreamSynchronize,0,2505,169841,169841,0,MPI Rank 0
1193538562,502287,cudaMalloc,0,2506,169841,169841,0,MPI Rank 0
1194041570,12784,cudaMemset,0,2507,169841,169841,0,MPI Rank 0
1194054635,74408,cudaDeviceSynchronize,0,2508,169841,169841,0,MPI Rank 0
1194129454,1453,cudaStreamSynchronize,0,2509,169841,169841,0,MPI Rank 0
1194131097,911511,cudaMalloc,0,2510,169841,169841,0,MPI Rank 0
1195043399,11031,cudaMemset,0,2511,169841,169841,0,MPI Rank 0
1195054690,75341,cudaDeviceSynchronize,0,2512,169841,169841,0,MPI Rank 0
1195130872,1583,cudaStreamSynchronize,0,2513,169841,169841,0,MPI Rank 0
1195132666,1503745,cudaMalloc,0,2514,169841,169841,0,MPI Rank 0
1196637062,11181,cudaMemset,0,2515,169841,169841,0,MPI Rank 0
1196648463,77044,cudaDeviceSynchronize,0,2516,169841,169841,0,MPI Rank 0
1196725958,1543,cudaStreamSynchronize,0,2517,169841,169841,0,MPI Rank 0
1196727701,783151,cudaMalloc,0,2518,169841,169841,0,MPI Rank 0
1197511524,10108,cudaMemset,0,2519,169841,169841,0,MPI Rank 0
1197521883,74168,cudaDeviceSynchronize,0,2520,169841,169841,0,MPI Rank 0
1197615528,1913,cudaStreamSynchronize,0,2521,169841,169841,0,MPI Rank 0
1197617631,573330,cudaMalloc,0,2522,169841,169841,0,MPI Rank 0
1198191512,10179,cudaMemset,0,2523,169841,169841,0,MPI Rank 0
1198201921,42600,cudaDeviceSynchronize,0,2524,169841,169841,0,MPI Rank 0
1198244952,1462,cudaStreamSynchronize,0,2525,169841,169841,0,MPI Rank 0
1198246605,188391,cudaMalloc,0,2526,169841,169841,0,MPI Rank 0
1198435728,10830,cudaMemset,0,2527,169841,169841,0,MPI Rank 0
1198446778,42069,cudaDeviceSynchronize,0,2528,169841,169841,0,MPI Rank 0
1198489308,1482,cudaStreamSynchronize,0,2529,169841,169841,0,MPI Rank 0
1198490991,704193,cudaMalloc,0,2530,169841,169841,0,MPI Rank 0
1199195856,10469,cudaMemset,0,2531,169841,169841,0,MPI Rank 0
1199206566,41687,cudaDeviceSynchronize,0,2532,169841,169841,0,MPI Rank 0
1199248694,1533,cudaStreamSynchronize,0,2533,169841,169841,0,MPI Rank 0
1199250427,1171085,cudaMalloc,0,2534,169841,169841,0,MPI Rank 0
1200422173,9769,cudaMemset,0,2535,169841,169841,0,MPI Rank 0
1200432172,42610,cudaDeviceSynchronize,0,2536,169841,169841,0,MPI Rank 0
1200540354,2294,cudaStreamSynchronize,0,2554,169841,169841,0,MPI Rank 0
1200542879,804631,cudaMalloc,0,2555,169841,169841,0,MPI Rank 0
1201348191,10760,cudaMemset,0,2556,169841,169841,0,MPI Rank 0
1201359181,42189,cudaDeviceSynchronize,0,2557,169841,169841,0,MPI Rank 0
1201401791,1463,cudaStreamSynchronize,0,2558,169841,169841,0,MPI Rank 0
1201403484,1764983,cudaMalloc,0,2559,169841,169841,0,MPI Rank 0
1203169138,10700,cudaMemset,0,2560,169841,169841,0,MPI Rank 0
1203180058,45475,cudaDeviceSynchronize,0,2561,169841,169841,0,MPI Rank 0
1203225994,1623,cudaStreamSynchronize,0,2562,169841,169841,0,MPI Rank 0
1203227837,161612,cudaMalloc,0,2563,169841,169841,0,MPI Rank 0
1203390150,10610,cudaMemset,0,2564,169841,169841,0,MPI Rank 0
1203400980,42720,cudaDeviceSynchronize,0,2565,169841,169841,0,MPI Rank 0
1203444121,1603,cudaStreamSynchronize,0,2566,169841,169841,0,MPI Rank 0
1203445924,809360,cudaMalloc,0,2567,169841,169841,0,MPI Rank 0
1204256045,18745,cudaMemset,0,2568,169841,169841,0,MPI Rank 0
1204275051,41918,cudaDeviceSynchronize,0,2569,169841,169841,0,MPI Rank 0
1466416358,94356,cudaMemset,0,2587,169841,169841,0,MPI Rank 0
1466511475,70462,cudaDeviceSynchronize,0,2588,169841,169841,0,MPI Rank 0
1466606643,7478792,cudaMemcpyAsync,0,2591,169841,169841,0,MPI Rank 0
1474086246,49603,cudaStreamSynchronize,0,2592,169841,169841,0,MPI Rank 0
1474189529,32841,cudaLaunchKernel,0,2593,169841,169841,0,MPI Rank 0
1474222661,6922,cudaLaunchKernel,0,2594,169841,169841,0,MPI Rank 0
1474229844,3797,cudaLaunchKernel,0,2595,169841,169841,0,MPI Rank 0
1474234042,428760,cudaStreamSynchronize,0,2596,169841,169841,0,MPI Rank 0
1474684332,24295,cudaMemcpyAsync,0,2599,169841,169841,0,MPI Rank 0
1474709098,151242,cudaStreamSynchronize,0,2600,169841,169841,0,MPI Rank 0
1474867483,9989,cudaMemset,0,2601,169841,169841,0,MPI Rank 0
1474877903,72886,cudaDeviceSynchronize,0,2602,169841,169841,0,MPI Rank 0
1474953404,10079,cudaLaunchKernel,0,2603,169841,169841,0,MPI Rank 0
1474963743,3977,cudaLaunchKernel,0,2604,169841,169841,0,MPI Rank 0
1474967941,3106,cudaLaunchKernel,0,2605,169841,169841,0,MPI Rank 0
1474971467,473664,cudaStreamSynchronize,0,2606,169841,169841,0,MPI Rank 0
1475481659,13495,cuLaunchKernel,0,2607,169841,169841,0,MPI Rank 0
