start;6;0.00015411;0.10233721;0.00001541;10;0.00013883;0.00019404;0.00002667;10;10
Switchtopo2_backward;3;0.00202125;1.34221148;0.00020213;10;0.00195585;0.00218292;0.00010811;10;10
send/recv;4;0.00197970;1.31461772;0.00019797;10;0.00191284;0.00214116;0.00010805;10;10
pre-send;5;0.00048803;0.32407672;0.00004880;10;0.00048057;0.00049842;0.00000778;10;10
copy;6;0.00007016;0.04659023;0.00000702;10;0.00005681;0.00010811;0.00002531;10;10
start;6;0.00005121;0.03400798;0.00000256;20;0.00003677;0.00009014;0.00002598;20;20
while loop;5;0.00148710;0.98750530;0.00014871;10;0.00142481;0.00164847;0.00010820;10;10
copy;6;0.00020875;0.13862372;0.00000696;30;0.00016719;0.00032878;0.00008003;30;30
shuffle;6;0.00016189;0.10750518;0.00000809;20;0.00012297;0.00027527;0.00007559;20;20
start;6;0.00015884;0.10547485;0.00001588;10;0.00014081;0.00020096;0.00002823;10;10
Switchtopo2_forward;3;0.00365687;2.42834428;0.00036569;10;0.00186159;0.00540540;0.00151450;10;10
send/recv;4;0.00361528;2.40072595;0.00036153;10;0.00182095;0.00536743;0.00151520;10;10
pre-send;5;0.00079342;0.52687072;0.00007934;10;0.00038035;0.00183106;0.00069386;10;10
copy;6;0.00007807;0.05184121;0.00000781;10;0.00006067;0.00011955;0.00002785;10;10
start;6;0.00048619;0.32285553;0.00002431;20;0.00009120;0.00151201;0.00068537;20;20
while loop;5;0.00281750;1.87096229;0.00028175;10;0.00125294;0.00491363;0.00177660;10;10
copy;6;0.00020869;0.13857922;0.00000696;30;0.00017104;0.00031729;0.00007242;30;30
shuffle;6;0.00016158;0.10729401;0.00000808;20;0.00012297;0.00027153;0.00007336;20;20
start;6;0.00016094;0.10687284;0.00001609;10;0.00014237;0.00020930;0.00003239;10;10
copy rhs;2;0.00285512;1.89594318;0.00014276;20;0.00281294;0.00290460;0.00003778;20;20
domagic;2;0.00006279;0.04169718;0.00000628;10;0.00005239;0.00008625;0.00001577;10;10
fft;2;0.00050585;0.33590677;0.00000843;60;0.00041909;0.00075610;0.00016685;60;60
