copy;6;0.00007288;0.01399146;0.00000729;10;0.00005546;0.00011883;0.00003069;10;10
start;6;0.00006269;0.01203476;0.00000313;20;0.00004205;0.00010736;0.00003006;20;20
while loop;5;0.04037403;7.75079553;0.00403740;10;0.03966259;0.04077970;0.00049109;10;10
copy;6;0.00021674;0.04160795;0.00000722;30;0.00016889;0.00035152;0.00008991;30;30
shuffle;6;0.00016577;0.03182299;0.00000829;20;0.00012520;0.00028451;0.00007917;20;20
start;6;0.00087634;0.16823505;0.00008763;10;0.00085397;0.00091837;0.00002878;10;10
Switchtopo2_forward;3;0.04797666;9.21030972;0.00479767;10;0.04643913;0.04932152;0.00132799;10;10
send/recv;4;0.04793331;9.20198799;0.00479333;10;0.04639553;0.04928269;0.00133031;10;10
pre-send;5;0.00418417;0.80325563;0.00041842;10;0.00380169;0.00435686;0.00026269;10;10
copy;6;0.00007589;0.01456834;0.00000759;10;0.00006238;0.00011102;0.00002345;10;10
start;6;0.00051888;0.09961136;0.00002594;20;0.00012721;0.00077217;0.00030876;20;20
while loop;5;0.04374488;8.39791422;0.00437449;10;0.04203433;0.04496501;0.00144628;10;10
copy;6;0.00022151;0.04252424;0.00000738;30;0.00017187;0.00035762;0.00009079;30;30
shuffle;6;0.00016442;0.03156454;0.00000822;20;0.00012395;0.00028024;0.00007726;20;20
start;6;0.00087500;0.16797862;0.00008750;10;0.00085127;0.00091663;0.00002861;10;10
copy rhs;2;0.14920768;28.64411382;0.00746038;20;0.14580864;0.15153614;0.00241882;20;20
domagic;2;0.00018173;0.03488686;0.00001817;10;0.00016996;0.00021117;0.00001976;10;10
fft;2;0.00066318;0.12731442;0.00001105;60;0.00055687;0.00097332;0.00020679;60;60
